year,month,day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
2011,April,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,16,28.7,34.8,23.8,1008.1,61,8.38,5.3,3.1,5.4,-,,,,
2011,April,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,April,29,27.4,31.1,22.7,1005.1,66,0,4.8,2.2,5.4,-,,,,
2011,April,30,28.2,34.3,25.2,1006.8,71,0,4.5,1.9,3.5,-,o,,,
2011,May,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,2,28.1,33.7,21.8,1004.8,72,4.83,5,7.4,11.1,-,o,,,
2011,May,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,4,26.2,32.4,23.8,1005.8,72,0,5.3,4.1,7.6,-,,,,
2011,May,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,6,28.8,33.3,25.4,1004.9,73,0,5,3.5,5.4,-,o,,,
2011,May,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,8,,,,,,,,,,,,,,
2011,May,9,,,,,,,,,,,,,o,
2011,May,10,,,,,,,,,,,o,,,
2011,May,11,24.3,31,22.6,1003,79,24.64,4.5,5.9,11.1,-,o,,o,
2011,May,12,28.8,34,22.6,1004.1,74,0,5.3,3.1,5.4,-,,,,
2011,May,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,16,30.8,33.4,28.6,1009,75,0.51,5.3,1.3,3.5,-,,,,
2011,May,17,,,,,,,,,,,,,,
2011,May,18,,,,,,,,,,,,,,
2011,May,19,,,,,,,,,,,o,,o,
2011,May,20,28.3,32.3,24.8,1001.1,73,0,5.3,3.1,5.4,-,,,,
2011,May,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,23,25.7,30.6,23.8,1002.9,90,17.53,5,2.8,3.5,-,,,o,
2011,May,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,25,27.9,32.7,25.6,1003.4,78,13.46,4.8,1.9,3.5,-,,,,
2011,May,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,27,,,,,,,,,,,o,,o,
2011,May,28,,,,,,,,,,,,,,
2011,May,29,,,,,,,,,,,,,,
2011,May,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,5,31.7,35.5,28.4,1002.7,69,0,6,2.8,3.5,-,,,,
2011,June,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,14,29.4,33.8,27,998.4,80,0.25,5.5,2.4,9.4,-,o,,,
2011,June,15,29.6,34,27.2,996.1,75,2.03,5.3,6.9,11.1,-,,,,
2011,June,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,21,,,,,,,,,,,o,,,
2011,June,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,24,,,,,,,,,,,o,,,
2011,June,25,,,,,,,,,,,,,,
2011,June,26,27.7,38.7,27.1,997.2,88,19.3,5,3.1,5.4,-,o,,,
2011,June,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,June,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,2,26.5,28.2,24.2,1000,89,21.08,4.8,0.9,3.5,-,o,,o,
2011,July,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,4,28,31.3,26.7,1003.7,81,0,5,3.1,5.4,-,,,,
2011,July,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,6,28.4,32.1,26.5,1004.4,77,0.51,5.5,3.1,7.6,-,o,,,
2011,July,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,8,,,,,,,,,,,o,,,
2011,July,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,11,,,,,,,,,,,o,,,
2011,July,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,17,,,,,,,,,,,,,,
2011,July,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,19,27.8,30.3,26.4,996.8,88,51.56,4.2,4.1,7.6,-,o,,o,
2011,July,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,21,26.8,29.1,26.4,995,93,33.27,4.2,5.9,9.4,-,o,,,
2011,July,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,23,28.7,32.6,25.8,1001,76,0.76,5.3,2.8,3.5,-,o,,,
2011,July,24,,,,,,,,,,,,,,
2011,July,25,,,,,,,,,,,,,,
2011,July,26,,,,,,,,,,,,,,
2011,July,27,30.8,34.2,28.2,1003.7,70,0,5.5,1.9,3.5,-,,,,
2011,July,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,July,29,31.4,34.6,28.7,1001.5,69,0,5.8,0.9,3.5,-,,,,
2011,July,30,31,34.7,28.5,1000.2,72,4.06,5,0.9,3.5,-,,,,
2011,July,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,1,31.4,35,28,997,75,0,5.3,0.9,3.5,-,,,,
2011,August,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,4,29.7,33.4,27.6,998.8,78,0,5.8,3.1,5.4,-,,,,
2011,August,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,9,26.2,27.2,25.8,1001.2,93,80.26,4.5,2.8,7.6,-,o,,,
2011,August,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,14,,,,,,,,,,,o,,,
2011,August,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,19,,,,,,,,,,,,,,
2011,August,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,23,,,,,,,,,,,o,,,
2011,August,24,27.1,28.7,26.2,1004.1,89,37.34,4.5,0.9,3.5,-,o,,o,
2011,August,25,28.4,31,26.9,1003.7,86,0.51,4.8,0.9,3.5,-,o,,,
2011,August,26,28,31,27,1003.2,85,5.33,5.3,1.9,3.5,-,o,,,
2011,August,27,,,,,,,,,,,,,,
2011,August,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,August,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,3,28.9,32.6,26.1,1002.6,76,0,5.5,0.9,3.5,-,,,,
2011,September,4,30.3,33.6,27.4,1002.6,70,1.52,5.3,2.8,3.5,-,o,,,
2011,September,5,30,33.2,27.9,1002.2,-,0.25,5.5,3.5,5.4,-,,,,
2011,September,6,,,,,,,,,,,,,,
2011,September,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,9,,,,,,,,,,,,,,
2011,September,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,11,,,,,,,,,,,,,,
2011,September,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,14,28.6,31.8,27.6,1002.1,80,11.94,4.8,6.1,11.1,-,o,,o,
2011,September,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,20,29,34,26.8,1003,81,0.51,4.8,0.9,3.5,-,o,,o,
2011,September,21,28.8,32.7,25.7,1001.8,74,12.7,5.3,4.6,9.4,-,,,,
2011,September,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,24,,,,,,,,,,,o,,o,
2011,September,25,,,,,,,,,,,,,,
2011,September,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,28,,,,,,,,,,,,,,
2011,September,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,September,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,13,28.5,33.8,25.1,1007.5,66,0,4.8,0.9,3.5,-,,,,
2011,October,14,28.8,34,25.2,1006.8,64,0,5,0,-,-,,,,
2011,October,15,28.8,34.4,25,1006.7,64,0,5,0,-,-,,,,
2011,October,16,,,,,,,,,,,,,,
2011,October,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,24,,,,,,,,,,,,,,
2011,October,25,,,,,,,,,,,,,,
2011,October,26,26.8,32.2,23.4,1010.5,66,0,5,0.9,3.5,-,,,,
2011,October,27,26.5,32.2,23.5,1010.8,65,0,4.2,0,-,-,,,,
2011,October,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,October,29,26.7,31.2,23.2,1010.2,66,0,4.5,0.9,3.5,-,,,,
2011,October,30,,,,,,,,,,,,,,
2011,October,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,3,24.3,29.2,19.9,1010.1,65,0,4.2,0.9,3.5,-,,,,
2011,November,4,23.7,29,20.3,1011,70,0,4,0,-,-,,,,
2011,November,5,23.8,29.4,19.8,1010.6,74,0,4,0,-,-,,,,
2011,November,6,,,,,,,,,,,,,,
2011,November,7,,,,,,,,,,,,,,
2011,November,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,15,,,,,,,,,,,,,,
2011,November,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,17,23.5,28.8,19,1011.9,74,0,4,0.9,3.5,-,,,,
2011,November,18,22.8,27.6,19.9,1011.5,77,0,4,0,-,-,,,,
2011,November,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,20,22.5,28.8,18,-,-,0,4.2,0,-,-,,,,
2011,November,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,24,,,,,,,,,,,,,,
2011,November,25,,,,,,,,,,,,,,
2011,November,26,,,,,,,,,,,,,,
2011,November,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,28,22.8,28.5,18.5,1009.8,65,0,4,1.3,5.4,-,,,,
2011,November,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,November,30,22.4,27,18.4,1010.6,51,0,4,2.8,3.5,-,,,,
2011,December,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,2,23.2,29.5,20,1009.6,62,0,4.2,0.9,3.5,-,,,,
2011,December,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,5,22.3,28.8,18.4,1010.8,72,0,4,0,-,-,,,,
2011,December,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,11,21.1,25.5,17.6,1013.1,70,0,3.7,0.9,3.5,-,,,,
2011,December,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,14,,,,,,,,,,,,,,
2011,December,15,,,,,,,,,,,,,,
2011,December,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,19,,,,,,,,,,,,,,o
2011,December,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,27,20.2,27.8,14,1012.7,63,0,3.5,0.9,3.5,-,,,,
2011,December,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,December,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,1,23,28.5,19,-,52,0,4.2,3.1,5.4,-,,,,
2012,January,2,19.4,22.5,18.2,1013.8,86,1.27,3.5,0,-,-,o,,,
2012,January,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,4,19.6,24.5,16.4,1013.9,68,0,3.1,0,-,-,,,,
2012,January,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,14,,,,,,,,,,,,,,
2012,January,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,18,,,,,,,,,,,,,,
2012,January,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,January,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,4,20.6,27.6,16,1013.3,48,0,3.7,3.7,9.4,-,,,,
2012,February,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,6,21.3,29.4,14,1012,58,0,3.1,1.3,5.4,-,,,,
2012,February,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,8,21.9,29,15.2,1010.1,58,0,3.2,0,-,-,,,,
2012,February,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,15,,,,,,,,,,,,,,
2012,February,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,18,,,,,,,,,,,,,,
2012,February,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,25,,,,,,,,,,,,,,
2012,February,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,February,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,2,25,30.8,20.2,1005,46,0,4,2.2,5.4,-,,,,
2012,March,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,5,26.2,32,22,1006,67,0,3.5,3.1,5.4,-,,,,
2012,March,6,27.9,33.6,23,1004.2,62,0,4.2,0.9,3.5,-,,,,
2012,March,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,9,,,,,,,,,,,,,,
2012,March,10,,,,,,,,,,,,,,
2012,March,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,12,,,,,,,,,,,,,,
2012,March,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,14,25.8,31,21.2,1010.9,56,0.25,4.2,1.9,7.6,-,,,,
2012,March,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,20,28,32.3,25.2,1007.9,70,0,4.5,1.9,3.5,-,,,,
2012,March,21,28.8,33.8,24.8,1006.4,69,0,4.2,3.5,3.5,-,,,,
2012,March,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,25,,,,,,,,,,,,,,
2012,March,26,,,,,,,,,,,,,,
2012,March,27,,,,,,,,,,,,,,
2012,March,28,29.3,35.4,24.5,1010.1,57,0,5.3,3.5,5.4,-,,,,
2012,March,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,March,30,28.9,34.2,24.6,1008.9,66,0,4.8,1.9,3.5,-,,,,
2012,March,31,27.1,35.5,23.4,1010.5,62,0,4.5,4.6,14.8,-,,,,
2012,April,1,29.1,36.5,24.5,1009.7,45,0,5,1.3,5.4,-,,,,
2012,April,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,3,30.8,36.2,26.2,1010.5,52,0,5.5,2.2,5.4,-,,,,
2012,April,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,5,29.2,35,24.7,1008.5,53,0,5,0.9,3.5,-,,,,
2012,April,6,,,,,,,,,,,o,,o,
2012,April,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,8,,,,,,,,,,,o,,,
2012,April,9,,,,,,,,,,,,,,
2012,April,10,23.4,29,19.6,1008.8,75,0,4.5,2.8,7.6,-,,,,
2012,April,11,26.1,31.2,19.6,1008,67,0,5.5,3.7,7.6,-,,,,
2012,April,12,25.7,28.6,24.3,1005.8,75,39.88,4.5,-,-,-,,,,
2012,April,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,14,,,,,,,,,,,,,,
2012,April,15,,,,,,,,,,,,,o,
2012,April,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,18,,,,,,,,,,,,,,
2012,April,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,22,30.4,36.5,25.6,1002.5,67,0,5.3,4.1,7.6,-,,,,
2012,April,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,25,28.5,34.8,22.2,1005.6,69,31.5,5.3,4.4,5.4,-,,,o,
2012,April,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,April,29,30.4,36.3,27.5,1002,73,0,6.4,6.5,11.1,-,,,,
2012,April,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,2,25.8,32,22.6,1005.3,79,27.94,4.8,4.6,11.1,-,o,,o,
2012,May,3,27.5,33.6,23,1004.3,66,14.99,5.3,4.6,7.6,-,,,,
2012,May,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,5,28.2,34.4,21.4,1004.8,56,0,4.8,3.1,5.4,-,,,,
2012,May,6,,,,,,,,,,,,,,
2012,May,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,8,,,,,,,,,,,,,,
2012,May,9,,,,,,,,,,,,,,
2012,May,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
